CC Number,Date,Time,Accident Type,New Georeferenced Column
12T012885,09/26/2012,1219,PI,"(39.2405, -76.6064)"
17CS00209025,11/05/2017,11/5/2017 1:20:00 AM,Injury Crash,"(38.98836022, -76.35584146)"
P1800055444,07/25/2018,8/13/2018 6:16:00 PM,Property Damage Crash,"(39.180347, -76.704694)"
17CS00196434,10/17/2017,10/18/2017 7:56:00 PM,Property Damage Crash,"(38.97687615, -76.31209731)"
18CS00003361,01/09/2018,1/20/2018 12:12:00 AM,Injury Crash,"(39.1390355117666, -77.1395587921143)"
17CS00110129,06/11/2017,6/25/2017 2:22:00 AM,Property Damage Crash,"(39.1971377, -76.5548963)"
16CS00018321,01/29/2016,1/30/2016 2:39:00 PM,Injury Crash,"(39.5612254, -76.08892143)"
13B019881,11/01/2013,1123,PI,"(39.238023, -76.706861)"
15CS00049041,03/18/2015,8:30:00 PM,Injury Crash,"(39.23077387, -76.6227293)"
19CS00029540,02/14/2019,2/19/2019 8:30:00 AM,Property Damage Crash,"(39.21549, -76.50031)"
12T010158,07/27/2012,1742,PD,"(39.283334, -76.61899)"
P1800064493,08/29/2018,9/17/2018 12:33:00 AM,Property Damage Crash,"(39.1901886, -76.67488178)"
15CS00019541,02/02/2015,12:33:00 AM,Property Damage Crash,"(39.27307042, -76.55379653)"
16CS00061001,04/02/2016,9/21/2017 2:21:00 AM,Fatal Crash,"(38.987726, -76.358686)"
16CS00107768,06/07/2016,6/7/2016 8:12:00 AM,Injury Crash,"(39.22178953, -76.7171967)"
14CS00049380,04/04/2014,10:50:00 AM,Property Damage Crash,"(39.124035, -76.352542)"
12P018227,07/26/2012,1220,PD,"(39.264715, -76.593965)"
P1700022125,04/04/2017,4/8/2017 4:53:00 AM,Property Damage Crash,"(39.18478452, -76.68983817)"
15CS00096941,05/22/2015,4:29:00 PM,Property Damage Crash,"(38.96104393, -76.1872673)"
14CS00195130,11/23/2014,5:27:00 AM,Property Damage Crash,"(39.2932086, -76.53172731)"
14CS00068926,05/08/2014,7:38:00 AM,Injury Crash,"(39.238317, -76.484134)"
18CS00092907,05/12/2018,5/12/2018 7:39:00 AM,Property Damage Crash,"(39.2656604, -76.55363224)"
17CS00127254,07/06/2017,7/6/2017 5:30:00 PM,Property Damage Crash,"(39.0027846, -76.40069202)"
12T012370,09/13/2012,2218,PD,"(39.27, -76.6372)"
14CS00161673,09/30/2014,8:36:00 PM,Property Damage Crash,"(39.07909133, -76.95302725)"
16CS00158427,08/17/2016,8/17/2016 6:15:00 PM,Property Damage Crash,"(39.26966089, -76.62393898)"
17IR001393,07/22/2017,7/26/2017 1:51:00 AM,Property Damage Crash,"(39.26406658, -76.56596303)"
16CS00164638,08/27/2016,8/29/2016 1:48:00 AM,Property Damage Crash,"(39.266421, -76.56121)"
12T014767,11/07/2012,0814,PD,"(39.2704, -76.6392)"
15CS00103673,05/31/2015,7:17:00 PM,Injury Crash,"(38.98696756, -76.35609627)"
18CS00173462,09/04/2018,8:50:00 AM,Property Damage Crash,"(39.20749731, -76.57913812)"
P1600087432,11/29/2016,12/4/2016 2:19:00 PM,Property Damage Crash,"(39.2215547, -76.7021385)"
13T010205,07/18/2013,2300,PD,"(39.284412, -76.545376)"
16CS00003206,01/05/2016,1/5/2016 1:35:00 PM,Property Damage Crash,"(39.25803568, -76.67555809)"
P1500035687,05/25/2015,5:57:00 PM,Property Damage Crash,"(39.10869, -76.39986)"
18CS00032797,02/16/2018,2/16/2018 8:30:00 AM,Property Damage Crash,"(39.27061712, -76.55729145)"
16CS00062704,04/04/2016,4/5/2016 9:20:00 PM,Property Damage Crash,"(39.2628268, -76.56826973)"
17IR000839,04/27/2017,4/30/2017 4:35:00 PM,Property Damage Crash,"(39.21829022, -76.5266633)"
16CS00243620,12/27/2016,12/27/2016 4:00:00 AM,Property Damage Crash,"(39.26455252, -76.58978641)"
13N001672,03/03/2013,1743,PI,"(38.363493, -76.982606)"
18CS00214487,11/07/2018,11/7/2018 9:01:00 AM,Property Damage Crash,"(39.264038738981, -76.566349455919)"
17IR001942,10/22/2017,10/22/2017 1:45:00 AM,Injury Crash,"(39.28716153, -76.53179973)"
13E006967,11/12/2013,0610,PD,"(39.073728, -76.940191)"
17CS00234098,12/11/2017,12/29/2017 8:00:00 PM,Property Damage Crash,"(39.267118, -76.600491)"
14CS00213749,12/24/2014,7:38:00 AM,Property Damage Crash,"(39.26724796, -76.66409969)"
14CS00186708,11/10/2014,3:37:00 AM,Property Damage Crash,"(39.20345158, -76.6272676)"
17CS00183784,09/28/2017,1/10/2018 10:48:00 AM,Property Damage Crash,"(39.33127262, -76.52159929)"
17CS00106664,06/05/2017,6/8/2017 5:11:00 PM,Injury Crash,"(39.27036275, -76.65651038)"
15CS00195698,10/08/2015,11/15/2015 9:45:00 PM,Property Damage Crash,"(39.27108484, -76.65267281)"
15CS00027970,02/14/2015,9:02:00 AM,Property Damage Crash,"(39.30596947, -76.53066516)"
17CS00141546,07/27/2017,8/1/2017 6:30:00 AM,Property Damage Crash,"(39.28444505, -76.53906316)"
14CS00114791,07/18/2014,4:00:00 PM,Property Damage Crash,"(39.24159343, -76.58054352)"
17CS00171109,09/08/2017,9/8/2017 4:06:00 PM,Property Damage Crash,"(39.26941, -76.63378)"
13T004566,04/07/2013,1250,PI,"(39.267129, -76.602378)"
17CS00202688,10/26/2017,10/26/2017 4:40:00 PM,Injury Crash,"(39.215324, -76.530412)"
P1800002485,01/10/2018,1/10/2018 5:36:00 AM,Property Damage Crash,"(39.1975401885647, -76.6922092437744)"
15CS00222609,11/18/2015,11/18/2015 6:04:00 PM,Property Damage Crash,"(39.26055, -76.67359)"
19CS00023126,02/04/2019,2/4/2019 10:25:00 AM,Injury Crash,"(39.2677360100026, -76.6254844894048)"
13T000777,01/18/2013,2254,PI,"(39.268812, -76.660681)"
13T007893,06/07/2013,0554,PD,"(39.271385, -76.654243)"
18CS00166174,08/24/2018,8/24/2018 6:30:00 AM,Property Damage Crash,"(39.27053717, -76.54174805)"
15CS00170445,08/18/2015,9/14/2015 11:26:00 PM,Property Damage Crash,"(39.551659, -76.103336)"
16CS00217678,11/14/2016,11/15/2016 7:33:00 PM,Property Damage Crash,"(39.28033641, -76.55452609)"
18CS00028367,02/09/2018,2/9/2018 12:44:00 PM,Property Damage Crash,"(39.26648066, -76.56229377)"
17IR000676,04/08/2017,4/9/2017 11:54:00 PM,Property Damage Crash,"(39.26664575, -76.56234741)"
17CS00214514,12/22/2017,12/30/2017 6:52:00 PM,Property Damage Crash,"(39.3235, -76.5286)"
17CS00102980,05/31/2017,6/1/2017 12:35:00 PM,Injury Crash,"(39.266978, -76.56191826)"
12T010710,08/08/2012,1517,PD,"(39.264686, -76.565171)"
12T011079,08/16/2012,0737,PD,"(39.279214, -76.551429)"
16CS00145063,07/28/2016,8/3/2016 5:15:00 PM,Property Damage Crash,"(39.09967294, -77.04307627)"
16CS00006334,01/11/2017,1/11/2017 9:17:00 AM,Property Damage Crash,"(39.27131792, -76.55595303)"
17CS00113555,06/16/2017,6/16/2017 4:45:00 PM,Injury Crash,"(39.27452389, -76.62101269)"
14CS00170361,10/15/2014,2:47:00 PM,Injury Crash,"(39.31605531, -76.53604031)"
12T014001,10/21/2012,0518,PI,"(39.2317, -76.6486)"
12T013316,10/06/2012,0119,PI,"(39.2847, -76.5433)"
15CS00024789,02/09/2015,7:13:00 PM,Property Damage Crash,"(39.2712847, -76.55627489)"
16CS00238706,12/18/2016,12/18/2016 12:52:00 PM,Property Damage Crash,"(39.2087473, -76.62381291)"
17CS00006282,01/11/2017,1/19/2017 7:36:00 AM,Injury Crash,"(39.2638552, -76.5664905)"
16CS00078988,04/26/2016,4/29/2016 8:55:00 PM,Property Damage Crash,"(39.0117396, -76.40635014)"
17CS00198431,10/20/2017,10/20/2017 2:51:00 PM,Property Damage Crash,"(39.26725003, -76.56156287)"
18CS00138595,07/14/2018,7/14/2018 2:09:00 PM,Property Damage Crash,"(38.98079613, -76.32860899)"
12H008070,11/29/2012,2240,PD,"(39.559385, -76.092854)"
18CS00063761,04/02/2018,4/3/2018 2:51:00 PM,Property Damage Crash,"(39.2415519, -76.58106118)"
13E001821,03/26/2013,1658,PD,"(39.074526, -76.907209)"
18CS00025274,02/05/2018,2/5/2018 12:02:00 AM,Property Damage Crash,"(39.23166006, -76.6704753)"
16CS00056818,03/27/2016,4/4/2016 11:10:00 AM,Property Damage Crash,"(38.98423218, -76.33841515)"
16CS00110998,06/11/2016,6/11/2016 12:47:00 PM,Property Damage Crash,"(38.98122356, -76.33101493)"
16CS00047540,03/14/2016,3/15/2016 3:15:00 PM,Property Damage Crash,"(39.24352119, -76.57801151)"
19CS00043051,03/05/2019,3/6/2019 2:55:00 PM,Injury Crash,"(39.2284271043578, -76.4178405026448)"
13T014255,09/24/2013,2304,PD,"(39.242901, -76.578701)"
16CS00235211,12/12/2016,12/13/2016 7:08:00 PM,Property Damage Crash,"(39.30549628, -76.53829336)"
18CS00134858,07/09/2018,7/10/2018 5:03:00 PM,Injury Crash,"(39.22813105, -76.6277504)"
17CS00113015,06/15/2017,8/4/2017 5:10:00 PM,Property Damage Crash,"(39.51378341, -76.20576382)"
18CS00053702,03/18/2018,3/27/2018 7:16:00 PM,Property Damage Crash,"(39.56770982, -76.07442409)"
18CS00108264,06/03/2018,6/4/2018 5:11:00 PM,Property Damage Crash,"(39.27455451, -76.62101805)"
17IR000161,02/01/2017,2/5/2017 7:43:00 PM,Property Damage Crash,"(39.27104071, -76.64582849)"
16CS00238123,12/17/2016,12/18/2016 5:00:00 AM,Injury Crash,"(39.29786136, -76.53058201)"
14CS00166720,10/09/2014,7:41:00 AM,Injury Crash,"(39.25777815, -76.60766602)"
19CS00027690,02/11/2019,2/12/2019 5:38:00 AM,Property Damage Crash,"(39.2403563856398, -76.6083774715662)"
18CS00202552,10/19/2018,1899-12-31T11:37:00.000,Property Damage Crash,"(39.5760927170443, -76.057266398848)"
19CS00035823,02/23/2019,2/23/2019 3:47:00 AM,Property Damage Crash,"(39.2615290850114, -76.5821571319211)"
18CS00118682,06/17/2018,6/18/2018 5:13:00 PM,Property Damage Crash,"(38.98165098, -76.33191884)"
13T000316,01/07/2013,1033,PD,"(39.240286, -76.609099)"
12B026688,08/21/2012,0310,PD,"(39.176525, -76.693091)"
17CS00236659,12/15/2017,12/21/2017 12:59:00 PM,Property Damage Crash,"(39.28120944, -76.55338883)"
17CS00183691,09/28/2017,9/28/2017 9:13:00 AM,Property Damage Crash,"(39.13490378, -77.14617848)"
15CS00206467,10/25/2015,10/25/2015 2:41:00 AM,Injury Crash,"(39.26831115, -76.62772894)"
18CS00023745,02/02/2018,2/2/2018 2:33:00 PM,Property Damage Crash,"(39.25853204, -76.53708637)"
15CS00034528,02/24/2015,11:38:00 PM,Property Damage Crash,"(39.08243932, -76.96105242)"
16CS00189280,10/02/2016,10/14/2016 4:08:00 AM,Injury Crash,"(39.08565391, -77.0223999)"
13T003430,03/14/2013,2131,PI,"(39.249698, -76.574217)"
15CS00114387,06/15/2015,10:12:00 AM,Property Damage Crash,"(38.9636801, -76.38793945)"
P1800012579,02/19/2018,2/24/2018 6:20:00 AM,Property Damage Crash,"(39.1862333, -76.6879683)"
14CS00179577,10/29/2014,10:19:00 PM,Property Damage Crash,"(39.25855074, -76.53671622)"
18CS00193438,10/05/2018,2:40:00 PM,Injury Crash,"(39.2663762671892, -76.562382162679)"
13K012277,12/13/2013,0711,PD,"(39.235118, -76.507218)"
P1800005726,01/22/2018,3/7/2018 2:46:00 AM,Property Damage Crash,"(39.1912683, -76.6763213)"
18CS00005634,01/09/2018,1/12/2018 2:45:00 PM,Property Damage Crash,"(39.36173982, -76.47710413)"
15CS00117941,06/19/2015,10:41:00 PM,Property Damage Crash,"(39.26992253, -76.63553953)"
16CS00025405,02/09/2016,2/15/2016 6:41:00 AM,Injury Crash,"(38.359498, -77.013014)"
17CS00107250,06/06/2017,6/8/2017 4:19:00 PM,Injury Crash,"(39.24096194, -76.59183025)"
18CS00161770,08/17/2018,8/27/2018 1:39:00 PM,Injury Crash,"(39.30751649, -76.54258765)"
16CS00111060,06/11/2016,6/21/2016 3:27:00 PM,Property Damage Crash,"(39.00609557, -76.40265942)"
19CS00053184,03/18/2019,3/18/2019 4:22:00 PM,Property Damage Crash,"(39.2807, -76.5533)"
17IR000297,02/18/2017,2/19/2017 2:34:00 AM,Property Damage Crash,"(39.55424094, -76.10085726)"
18CS00163739,08/20/2018,8/24/2018 2:15:00 PM,Property Damage Crash,"(39.26199556, -76.58413333)"
18CS00010729,01/16/2018,1/16/2018 1:33:00 PM,Property Damage Crash,"(39.2937898260305, -76.5526592731476)"
13T000540,01/13/2013,0305,PD,"(39.351276, -76.496516)"
18CS00080590,04/25/2018,4/25/2018 9:24:00 AM,Property Damage Crash,"(39.26491561, -76.56219184)"
18CS00224290,11/23/2018,11/23/2018 9:56:00 AM,Injury Crash,"(39.2845912456084, -76.5412721246987)"
12L006471,08/04/2012,1300,PD,"(39.0133, -76.4073)"
13E007695,12/12/2013,0952,PD,"(39.076848, -76.884695)"
15CS00114322,06/15/2015,8:49:00 AM,Property Damage Crash,"(39.272119, -76.5556132)"
16CS00189865,09/29/2016,10/5/2016 6:39:00 AM,Injury Crash,"(39.23841921, -76.46420002)"
16CS00205853,10/27/2016,10/27/2016 7:49:00 AM,Injury Crash,"(39.29537467, -76.55164674)"
14CS00073407,05/15/2014,10:45:00 AM,Injury Crash,"(39.26882744, -76.62809372)"
P1800014472,02/26/2018,2/26/2018 7:40:00 PM,Property Damage Crash,"(39.1843, -76.6769)"
P1800079981,11/08/2018,11/30/2018 3:30:00 PM,Property Damage Crash,"(39.1872127666554, -76.67555809021)"
18CS00002795,01/05/2018,1/10/2018 8:02:00 AM,Injury Crash,"(39.0072460885242, -76.4022731781006)"
17CS00245887,12/30/2017,1/29/2018 7:25:00 PM,Property Damage Crash,"(39.00748578, -76.40311539)"
13E007580,12/08/2013,0210,PI,"(39.067109, -76.896028)"
16CS00161354,08/22/2016,8/22/2016 3:31:00 PM,Injury Crash,"(39.23012979, -76.63845375)"
17IR000994,05/17/2017,5/17/2017 1:17:00 PM,Property Damage Crash,"(39.2953407, -76.5547027)"
15CS00179549,09/14/2015,9/15/2015 7:19:00 PM,Property Damage Crash,"(39.567671, -76.072877)"
18CS00241169,12/20/2018,12/20/2018 4:35:00 PM,Property Damage Crash,"(39.2710792136759, -76.652747885803)"
18CS00207423,10/27/2018,3:29:00 AM,Property Damage Crash,"(39.3159657631446, -76.5335829250774)"
18CS00053955,03/19/2018,3/19/2018 5:45:00 AM,Injury Crash,"(39.10657849, -77.05310583)"
15CS00056275,03/28/2015,4:20:00 PM,Property Damage Crash,"(39.22846348, -76.62727833)"
15CS00040392,03/06/2015,4:59:00 PM,Property Damage Crash,"(39.013465, -76.407638)"
16CS00111459,06/12/2016,6/12/2016 8:39:00 AM,Property Damage Crash,"(39.22178953, -76.7171967)"
18CS00091437,05/10/2018,5/10/2018 12:01:00 PM,Property Damage Crash,"(39.2681767, -76.5600682)"
P1800018185,03/13/2018,3/13/2018 3:10:00 PM,Property Damage Crash,"(39.1875378, -76.6591245)"
14CS00128743,08/10/2014,3:45:00 PM,Property Damage Crash,"(39.00896349, -76.40446186)"
16CS00228454,12/01/2016,12/1/2016 7:13:00 PM,Property Damage Crash,"(39.0876893, -77.0005325)"
15CS00147763,07/31/2015,8/3/2015 7:30:00 AM,Property Damage Crash,"(39.2707199, -76.64382219)"
12L009439,11/20/2012,0758,PD,"(39.004115, -76.401506)"
16CS00061054,04/02/2016,4/3/2016 7:01:00 AM,Property Damage Crash,"(39.2413618, -76.5877077)"
14CS00204749,12/09/2014,3:45:00 PM,Property Damage Crash,"(39.24591416, -76.45596027)"
13T009403,07/03/2013,1033,PD,"(39.270822, -76.656178)"
18CS00139767,07/16/2018,7/17/2018 9:34:00 AM,Property Damage Crash,"(39.240181, -76.610294)"
16CS00139777,07/21/2016,7/25/2016 1:47:00 PM,Injury Crash,"(39.259477, -76.54637754)"
15CS00010549,01/18/2015,9:15:00 AM,Property Damage Crash,"(39.35057687, -76.49668694)"
13T006155,05/05/2013,0316,PD,"(39.267275, -76.668665)"
P1500047623,07/10/2015,7/10/2015 5:26:00 PM,Injury Crash,"(39.18695498, -76.68668389)"
P1600041746,06/07/2016,6/8/2016 10:25:00 PM,Injury Crash,"(39.192668, -76.688068)"
17CS00157419,08/18/2017,8/18/2017 7:04:00 PM,Property Damage Crash,"(38.3660492, -76.968426)"
16CS00098345,05/25/2016,5/25/2016 5:26:00 PM,Property Damage Crash,"(39.24551742, -76.57697752)"
18CS00241245,12/20/2018,12/25/2018 7:35:00 PM,Property Damage Crash,"(39.0162725, -76.408941)"
18CS00153736,08/06/2018,8/17/2018 3:16:00 AM,Injury Crash,"(39.07471038, -76.91370606)"
18CS00189124,09/29/2018,1:53:00 PM,Property Damage Crash,"(39.24580549, -76.57690224)"
17CS00243417,12/26/2017,12/30/2017 11:31:00 PM,Injury Crash,"(39.16727601, -77.07664624)"
15CS00239999,12/15/2015,12/15/2015 5:59:00 AM,Property Damage Crash,"(39.26779202, -76.62800789)"
15CS00089924,05/12/2015,3:00:00 PM,Injury Crash,"(39.2600045, -76.54213428)"
15CS00144723,07/26/2015,8/4/2015 9:20:00 PM,Property Damage Crash,"(38.36235179, -76.99131042)"
18CS00197031,10/10/2018,9:20:00 PM,Property Damage Crash,"(39.266584, -76.607951)"
12T013164,10/02/2012,1753,PI,"(39.3179, -76.5337)"
15CS00241330,12/16/2015,12/17/2015 11:44:00 PM,Injury Crash,"(39.270261, -76.63800851)"
15CS00188398,09/27/2015,10/11/2015 8:42:00 PM,Property Damage Crash,"(39.26866001, -76.631248)"
P1400085640,12/19/2014,5:00:00 AM,Property Damage Crash,"(39.18886758, -76.6620934)"
18CS00045720,03/07/2018,3/9/2018 8:00:00 PM,Injury Crash,"(39.13522626, -76.59083784)"
14CS00090763,06/11/2014,12:05:00 PM,Injury Crash,"(38.98081281, -76.32881284)"
18CS00043395,03/04/2018,3/7/2018 7:15:00 PM,Property Damage Crash,"(39.26667482, -76.6137144)"
15CS00201903,10/18/2015,10/18/2015 3:12:00 AM,Property Damage Crash,"(39.28923956, -76.53303623)"
17CS00192642,10/12/2017,10/13/2017 5:14:00 AM,Property Damage Crash,"(39.31345513, -76.53886735)"
13T013435,09/09/2013,1651,PI,"(39.263544, -76.564475)"
18CS00152754,08/04/2018,8/5/2018 1:35:00 PM,Property Damage Crash,"(39.26609337, -76.6694963)"
13T006190,05/13/2013,2235,PI,"(39.216186, -76.625118)"
16IR002078,12/15/2016,12/16/2016 2:19:00 AM,Property Damage Crash,"(39.04245288, -76.51479721)"
18CS00178971,09/12/2018,6:30:00 PM,Property Damage Crash,"(39.13239064, -77.16575389)"
14CS00191187,11/16/2014,9:59:00 PM,Injury Crash,"(39.3082358, -76.53116941)"
13T008738,06/21/2013,0414,PD,"(39.256869, -76.569654)"
P1600090211,12/11/2016,12/15/2016 11:25:00 AM,Injury Crash,"(39.190539, -76.67646)"
16CS00040664,03/04/2016,3/4/2016 2:30:00 AM,Property Damage Crash,"(39.24996044, -76.57385945)"
15CS00068282,04/12/2015,11:48:00 PM,Injury Crash,"(39.27299139, -76.5544188)"
18CS00096656,05/18/2018,5/18/2018 1:46:00 AM,Property Damage Crash,"(39.28454782, -76.54487014)"
17CS00216243,11/15/2017,11/15/2017 4:30:00 PM,Injury Crash,"(38.98668089, -76.35431796)"
18CS00083829,04/30/2018,4/30/2018 2:28:00 AM,Property Damage Crash,"(39.34882631, -76.49792612)"
15CS00107242,06/05/2015,5:56:00 PM,Property Damage Crash,"(39.24001466, -76.61058426)"
13L009222,08/29/2013,1320,PD,"(38.991239, -76.368049)"
13L007059,07/11/2013,1731,PD,"(39.013277, -76.407391)"
P1500087168,12/20/2015,12/24/2015 3:37:00 PM,Injury Crash,"(39.18082529, -76.66809512)"
17CS00134824,07/18/2017,7/18/2017 8:00:00 AM,Property Damage Crash,"(39.27591919, -76.55320644)"
16CS00153510,08/10/2016,8/10/2016 3:29:00 AM,Property Damage Crash,"(39.20466227, -76.54953316)"
17IR000329,02/22/2017,2/22/2017 10:30:00 AM,Property Damage Crash,"(39.23304886, -76.50388196)"
18CS00071287,04/12/2018,4/16/2018 5:48:00 PM,Property Damage Crash,"(39.24091208, -76.58717394)"
16CS00210657,11/03/2016,11/3/2016 8:14:00 AM,Property Damage Crash,"(39.24441856, -76.57771111)"
15CS00171561,09/04/2015,9/8/2015 4:53:00 AM,Property Damage Crash,"(39.28439056, -76.53737336)"
16CS00099082,05/26/2016,5/27/2016 3:43:00 PM,Injury Crash,"(39.26545378, -76.59327865)"
18CS00217375,11/12/2018,11/15/2018 12:06:00 AM,Property Damage Crash,"(39.2071949899291, -76.576541262713)"
P1500077026,11/07/2015,11/8/2015 4:32:00 AM,Injury Crash,"(39.18439367, -76.69019222)"
P1700063852,08/29/2017,9/29/2017 12:50:00 PM,Property Damage Crash,"(39.19036021, -76.67650089)"
13L002919,03/31/2013,0414,PD,"(39.024837, -76.433342)"
P1800085876,12/03/2018,12/4/2018 11:00:00 PM,Property Damage Crash,"(39.187311199163, -76.6744896818705)"
14CS00107813,07/07/2014,5:45:00 PM,Property Damage Crash,"(39.26661668, -76.66768312)"
16CS00139060,07/20/2016,7/21/2016 3:40:00 PM,Property Damage Crash,"(39.24264042, -76.53389454)"
16CS00185037,09/25/2016,9/26/2016 5:39:00 AM,Property Damage Crash,"(39.20876808, -76.62376866)"
15CS00177018,09/11/2015,9/11/2015 10:27:00 AM,Property Damage Crash,"(39.26989761, -76.63587213)"
14CS00096500,08/15/2014,3:45:00 PM,Property Damage Crash,"(39.19002344, -76.67119145)"
14CS00200152,12/01/2014,6:57:00 AM,Property Damage Crash,"(39.2639669, -76.56622052)"
15CS0002423,05/02/2015,1:02:00 PM,Property Damage Crash,"(39.24475923, -76.688658)"
15CS00152458,08/07/2015,8/8/2015 7:04:00 AM,Property Damage Crash,"(39.26695516, -76.6167587)"
12L008194,10/05/2012,1151,PD,"(38.999146, -76.398341)"
15CS00149811,08/03/2015,8/4/2015 11:30:00 AM,Injury Crash,"(39.2315257, -76.6459875)"
17CS00109127,06/09/2017,6/10/2017 2:26:00 PM,Property Damage Crash,"(39.21259102, -76.53410375)"
17CS00013790,01/21/2017,1/22/2017 11:50:00 AM,Injury Crash,"(38.36352427, -76.98256642)"
18CS00158558,08/12/2018,8/12/2018 9:37:00 PM,Property Damage Crash,"(39.26729935, -76.66787021)"
P1700086499,11/24/2017,11/24/2017 8:04:00 AM,Injury Crash,"(39.17664263, -76.70621574)"
13B018162,06/03/2013,0926,PD,"(39.203036, -76.695461)"
18CS00071364,04/12/2018,4/12/2018 7:35:00 PM,Property Damage Crash,"(39.01347357, -76.40758395)"
14CS00205542,12/10/2014,7:38:00 PM,Property Damage Crash,"(39.2274, -76.676599)"
16CS00152427,08/08/2016,8/8/2016 2:45:00 PM,Property Damage Crash,"(39.28436, -76.54449)"
P1500088528,12/26/2015,12/27/2015 4:40:00 PM,Injury Crash,"(39.180765, -76.671206)"
13T004538,04/06/2013,2342,PI,"(39.261441, -76.575185)"
17IR000603,03/29/2017,3/30/2017 10:18:00 PM,Injury Crash,"(39.307342, -76.530789)"
13E001464,03/09/2013,0603,PI,"(39.078467, -76.955195)"
17CS00161738,08/24/2017,6/14/2018 10:50:00 PM,Injury Crash,"(39.27008742, -76.63929289)"
14CS00101893,06/28/2014,11:59:00 AM,Injury Crash,"(39.162415, -76.386431)"
13T000718,01/17/2013,1451,PD,"(39.273776, -76.553241)"
16CS00205063,10/26/2016,10/26/2016 7:54:00 AM,Injury Crash,"(39.295892, -76.551173)"
18CS00089077,05/07/2018,5/7/2018 7:56:00 AM,Property Damage Crash,"(39.32439007, -76.5279863)"
18CS00198715,10/13/2018,1899-12-31T15:00:00.000,Property Damage Crash,"(39.070042, -76.9026732)"
13P015290,08/06/2013,1245,PI,"(39.266502, -76.611475)"
12T013418,10/08/2012,1620,PD,"(39.2672, -76.6644)"
P1500037958,06/03/2015,7:15:00 AM,Property Damage Crash,"(39.08830209, -76.6251111)"
19CS00036108,02/23/2019,3/1/2019 3:35:00 PM,Injury Crash,"(38.9514607192581, -76.3245616320706)"
P1600052201,07/15/2016,8/14/2016 6:18:00 PM,Property Damage Crash,"(39.18811086, -76.67858765)"
16CS00150113,08/05/2016,8/5/2016 2:51:00 AM,Injury Crash,"(39.26588571, -76.59573555)"
17CS00020825,01/30/2017,2/1/2017 6:47:00 PM,Injury Crash,"(39.265182, -76.55865)"
13T017159,11/15/2013,0811,PI,"(39.284606, -76.536663)"
